0	0
1	9.54824e-38
2	4.17325e-35
3	7.64272e-33
4	7.98991e-31
5	5.45504e-29
6	2.62985e-27
7	9.43125e-26
8	2.61291e-24
9	5.75697e-23
10	1.0324e-21
11	1.53598e-20
12	1.92674e-19
13	2.06637e-18
14	1.91793e-17
15	1.55736e-16
16	1.11708e-15
17	7.14049e-15
18	4.09996e-14
19	2.13015e-13
20	1.00817e-12
21	4.37362e-12
22	1.7491e-11
23	6.48267e-11
24	2.23767e-10
25	7.22635e-10
26	2.19263e-09
27	6.27542e-09
28	1.70036e-08
29	4.37662e-08
30	1.07351e-07
31	2.51667e-07
32	5.65434e-07
33	1.22063e-06
34	2.5378e-06
35	5.09289e-06
36	9.88543e-06
37	1.85945e-05
38	3.39551e-05
39	6.0295e-05
40	0.000104277
41	0.000175897
42	0.000289786
43	0.000466872
44	0.000736436
45	0.0011386
46	0.00172727
47	0.00257351
48	0.00376933
49	0.00543187
50	0.00770785
51	0.0107782
52	0.0148627
53	0.0202247
54	0.0271754
55	0.0360775
56	0.0473491
57	0.0614657
58	0.0789623
59	0.100434
60	0.126534
61	0.157977
62	0.195528
63	0.240008
64	0.29228
65	0.353248
66	0.42385
67	0.505048
68	0.59782
69	0.703151
70	0.822023
71	0.955408
72	1.10426
73	1.26949
74	1.45198
75	1.65258
76	1.87205
77	2.11113
78	2.37045
79	2.65061
80	2.9521
81	3.27536
82	3.62073
83	3.98849
84	4.37881
85	4.79181
86	5.2275
87	5.68586
88	6.16674
89	6.66998
90	7.19531
91	7.74241
92	8.31093
93	8.90044
94	9.51046
95	10.1405
96	10.79
97	11.4585
98	12.1452
99	12.8496
100	13.5711
101	14.309
102	15.0626
103	15.8313
104	16.6145
105	17.4115
106	18.2216
107	19.0443
108	19.8788
109	20.7246
110	21.581
111	22.4476
112	23.3236
113	24.2087
114	25.1021
115	26.0035
116	26.9124
117	27.8283
118	28.7506
119	29.6791
120	30.6133
121	31.5529
122	32.4974
123	33.4464
124	34.3998
125	35.3572
126	36.3182
127	37.2826
128	38.2502
129	39.2207
130	40.1938
131	41.1695
132	42.1474
133	43.1273
134	44.1092
135	45.0928
136	46.0779
137	47.0645
138	48.0525
139	49.0416
140	50.0317
141	51.0228
142	52.0148
143	53.0075
144	54.001
145	54.995
146	55.9895
147	56.9844
148	57.9798
149	58.9755
150	59.9714
151	60.9675
152	61.9638
153	62.9603
154	63.9568
155	64.9533
156	65.9498
157	66.9463
158	67.9428
159	68.9391
160	69.9353
161	70.9313
162	71.9272
163	72.9229
164	73.9184
165	74.9136
166	75.9086
167	76.9033
168	77.8977
169	78.8918
170	79.8856
171	80.8791
172	81.8722
173	82.865
174	83.8574
175	84.8494
176	85.8411
177	86.8324
178	87.8233
179	88.8138
180	89.8039
181	90.7936
182	91.7829
183	92.7717
184	93.7601
185	94.7482
186	95.7357
187	96.7229
188	97.7096
189	98.6959
190	99.6818
191	100.667
192	101.652
193	102.637
194	103.621
195	104.604
196	105.588
197	106.57
198	107.553
199	108.535
200	109.516
