 83.848 111.518
 90.7347 80.2747
 128.077 122.64
 137.39 111.661
 146.781 79.0595
 111.82 150.234
 102.528 127.083
 103.604 93.2655
 108.547 73.0394
 126.424 119.59
 94.7556 107.992
 129.014 98.1588
 82.6804 90.2839
 87.9809 152.507
 141.574 97.3406
 98.6612 127.619
 74.1283 128.44
 69.1716 163.999
 88.3091 141.876
 110.273 86.613
 154.281 129.473
 100.899 102.147
 138.514 92.0847
 86.7326 93.5361
 64.3858 55.5201
 96.3814 101.057
 106.831 146.08
 95.5751 89.8874
 108.751 122.056
 107.18 81.0125
 88.5913 91.9015
 101.394 103.926
 103.25 90.0198
 115.971 116.272
 96.1901 77.8309
 78.3458 127.596
 104.868 126.665
 110.863 92.0272
 98.83 57.7958
 92.651 133.827
 73.805 120.348
 80.8012 115.604
 85.0462 113.861
 72.853 126.166
 92.7511 130.268
 144.567 100.006
 121.699 66.2641
 112.595 92.9998
 94.9319 72.891
 105.375 151.506
 136.716 169.63
 99.8597 103.452
 94.7694 89.8
 110.366 133.512
 103.227 117.717
 95.9421 113.355
 76.262 129.673
 104.21 142.949
 110.241 120.155
 72.3444 137.079
 98.1274 116.23
 103.692 101.359
 132.757 86.4357
 97.5115 98.6191
 146.401 102.284
 128.906 128.663
 87.3788 129.387
 108.875 105.934
 121.299 80.3547
 95.3227 89.6294
 107.999 147.503
 82.3667 121.273
 137.527 90.702
 62.7279 135.48
 86.7302 93.7118
 149.595 81.54
 103.727 83.1662
 104.572 139.412
 87.6304 146.943
 118.087 87.212
 121.966 117.92
 116.138 127.232
 79.4364 87.6407
 71.7978 120.653
 61.0419 127.445
 149.314 119.038
 82.8153 119.75
 111.609 114.863
 98.6113 95.5352
 121.382 95.7172
 107.077 106.95
 73.4444 140.658
 91.5673 152.042
 67.064 102.14
 116.649 75.9029
 126.34 115.518
 119.264 100.98
 103.909 93.4915
 109.878 141.166
 80.2879 128.153
